broad_sample	Name	Vector	Transcript	Symbol	NCBI Gene ID	Taxon ID	Gene Description	Annot. Gene Symbol	Annot. Gene ID	Prot Match %	MOI	Virus / ml	Insert Length	pert_type	control_type
ccsbBroad304_10660	ORF004973.1_TRC304.1	pLX_304	XLOC_011321_1	XLOC_011321	XLOC_011321	9606	XLOC_011321	LOC646938	646938				255.0	trt	
ccsbBroad304_05465	ORF008075.1_TRC304.1	pLX_304	NM_198282.4	STING1	340061	9606	stimulator of interferon response cGAMP interactor 1	STING1	340061	100.0			1137.0	trt	
ccsbBroad304_07659	ORF011525.1_TRC304.1	pLX_304	NM_001362985.2	GAS2L1	10634	9606	growth arrest specific 2 like 1	GAS2L1	10634	99.8			2043.0	trt	
ccsbBroad304_10930	ORF001270.1_TRC304.1	pLX_304	NM_001204269.2	KCNA2	3737	9606	potassium voltage-gated channel subfamily A member 2	KCNA2	3737	100.0			1068.0	trt	
ccsbBroad304_07546	ORF000464.1_TRC304.1	pLX_304	NM_005700.5	DPP3	10072	9606	dipeptidyl peptidase 3	DPP3	10072	99.8			2211.0	trt	
ccsbBroad304_04976	ORF013875.1_TRC304.1	pLX_304	NM_001304461.2	SERPINA12	145264	9606	serpin family A member 12	SERPINA12	145264	100.0			1242.0	trt	
ccsbBroad304_12538	ORF011167.1_TRC304.1	pLX_304	XM_024453134.1	TRPM8	79054	9606	transient receptor potential cation channel subfamily M member 8	TRPM8	79054	75.6			2046.0	trt	
ccsbBroad304_08191	ORF000728.1_TRC304.1	pLX_304	NM_001144059.1	NTM	50863	9606	neurotrimin	NTM	50863	100.0			948.0	trt	
ccsbBroad304_03600	ORF010551.1_TRC304.1	pLX_304	NM_018667.4	SMPD3	55512	9606	sphingomyelin phosphodiesterase 3	SMPD3	55512	100.0			1965.0	trt	
ccsbBroad304_11595	ORF001097.1_TRC304.1	pLX_304	NM_001204076.1	KATNA1	11104	9606	katanin catalytic subunit A1	KATNA1	11104	100.0			933.0	trt	
ccsbBroad304_07506	ORF015689.1_TRC304.1	pLX_304	NM_014847.4	UBAP2L	9898	9606	ubiquitin associated protein 2 like	UBAP2L	9898	99.9			3261.0	trt	
ccsbBroad304_12887	ORF003802.1_TRC304.1	pLX_304	NM_001369792.1	PWWP3A	84939	9606	PWWP domain containing 3A, DNA repair factor	PWWP3A	84939	99.8			1926.0	trt	
ccsbBroad304_04130	ORF014375.1_TRC304.1	pLX_304	NM_024749.5	VASH2	79805	9606	vasohibin 2	VASH2	79805	100.0			933.0	trt	
ccsbBroad304_08918	ORF011703.1_TRC304.1	pLX_304	NM_024091.4	FASTKD3	79072	9606	FAST kinase domains 3	FASTKD3	79072	99.8			1986.0	trt	
ccsbBroad304_00668	ORF001858.1_TRC304.1	pLX_304	NM_001001996.2	GPM6B	2824	9606	glycoprotein M6B	GPM6B	2824	100.0			915.0	trt	
ccsbBroad304_11843	ORF004811.1_TRC304.1	pLX_304	NM_001284288.1	INPP5J	27124	9606	inositol polyphosphate-5-phosphatase J	INPP5J	27124	99.8			1917.0	trt	
ccsbBroad304_10059	ORF007529.1_TRC304.1	pLX_304	NM_182623.3	FAM131C	348487	9606	family with sequence similarity 131 member C	FAM131C	348487	98.9			840.0	trt	
ccsbBroad304_00731	ORF015048.1_TRC304.1	pLX_304	NM_005332.3	HBZ	3050	9606	hemoglobin subunit zeta	HBZ	3050	100.0			426.0	trt	
ccsbBroad304_01559	ORF002211.1_TRC304.1	pLX_304	BC012910.1	SNAI1	6615	9606		SNAI1	6615				738.0	trt	
ccsbBroad304_04495	ORF010909.1_TRC304.1	pLX_304	NM_001001875.4	TPD52L3	89882	9606	TPD52 like 3	TPD52L3	89882	99.2			396.0	trt	
ccsbBroad304_03400	ORF001910.1_TRC304.1	pLX_304	NM_144770.5	RBM11	54033	9606	RNA binding motif protein 11	RBM11	54033	100.0			843.0	trt	
ccsbBroad304_01670	ORF011844.1_TRC304.1	pLX_304	NM_003251.4	THRSP	7069	9606	thyroid hormone responsive	THRSP	7069	100.0			438.0	trt	
ccsbBroad304_00923	ORF012312.1_TRC304.1	pLX_304	NM_002287.6	LAIR1	3903	9606	leukocyte associated immunoglobulin like receptor 1	LAIR1	3903	98.6			861.0	trt	
ccsbBroad304_02552	ORF000833.1_TRC304.1	pLX_304	NM_006694.4	JTB	10899	9606	jumping translocation breakpoint	JTB	10899	100.0			438.0	trt	
ccsbBroad304_06718	ORF012555.1_TRC304.1	pLX_304	NM_053024.4	PFN2	5217	9606	profilin 2	PFN2	5217	99.2			420.0	trt	
ccsbBroad304_03170	ORF010997.1_TRC304.1	pLX_304	NM_016042.4	EXOSC3	51010	9606	exosome component 3	EXOSC3	51010	100.0			825.0	trt	
ccsbBroad304_06733	ORF017689.1_TRC304.1	pLX_304	NM_001161729.1	PLA2G2A	5320	9606	phospholipase A2 group IIA	PLA2G2A	5320	97.9			432.0	trt	
ccsbBroad304_06352	ORF005745.1_TRC304.1	pLX_304	NM_138612.3	HAS3	3038	9606	hyaluronan synthase 3	HAS3	3038	100.0			843.0	trt	
ccsbBroad304_10913	ORF001512.1_TRC304.1	pLX_304	NM_001256296.2	IGLL5	100423062	9606	immunoglobulin lambda like polypeptide 5	IGL	3535	97.1			417.0	trt	
ccsbBroad304_03263	ORF003982.1_TRC304.1	pLX_304	NM_016511.4	CLEC1A	51267	9606	C-type lectin domain family 1 member A	CLEC1A	51267	100.0			840.0	trt	
ccsbBroad304_01429	ORF004600.1_TRC304.1	pLX_304	NM_000988.5	RPL27	6155	9606	ribosomal protein L27	RPL27	6155	100.0			408.0	trt	
ccsbBroad304_12944	ORF003016.1_TRC304.1	pLX_304	XM_005273345.1	ANGEL2	90806	9606	angel homolog 2	ANGEL2	90806	42.7			786.0	trt	
ccsbBroad304_01908	ORF016166.1_TRC304.1	pLX_304	NM_003536.2	H3C10	8357	9606	H3 clustered histone 10	H3C10	8357	100.0			408.0	trt	
ccsbBroad304_13449	ORF001410.1_TRC304.1	pLX_304	XM_006714463.3	RICTOR	253260	9606	RPTOR independent companion of MTOR complex 2	RICTOR	253260	2.8			796.0	trt	
ccsbBroad304_10396	ORF011107.1_TRC304.1	pLX_304	NR_003602.3	LOC541473	541473	9606	FKBP prolyl isomerase 6 pseudogene	LOC541473	541473				393.0	trt	
ccsbBroad304_10401	ORF007473.1_TRC304.1	pLX_304	NR_003135.3	CEP170P1	645455	9606	centrosomal protein 170 pseudogene 1	CEP170P1	645455				879.0	trt	
ccsbBroad304_10914	ORF017808.1_TRC304.1	pLX_304	BC028090.1	IGL	3535	9606		IGL	3535				702.0	trt	
ccsbBroad304_05363	ORF005786.1_TRC304.1	pLX_304	NM_001079519.1	FAM177A1	283635	9606	family with sequence similarity 177 member A1	FAM177A1	283635	100.0			639.0	trt	
ccsbBroad304_01009	ORF011342.1_TRC304.1	pLX_304	NM_145791.2	MGST1	4257	9606	microsomal glutathione S-transferase 1	MGST1	4257	100.0			465.0	trt	
ccsbBroad304_07479	ORF006328.1_TRC304.1	pLX_304	NM_014713.5	LAPTM4A	9741	9606	lysosomal protein transmembrane 4 alpha	LAPTM4A	9741	99.5			699.0	trt	
ccsbBroad304_04315	ORF007520.1_TRC304.1	pLX_304	NM_032044.4	REG4	83998	9606	regenerating family member 4	REG4	83998	100.0			474.0	trt	
ccsbBroad304_03356	ORF000852.1_TRC304.1	pLX_304	NM_016079.4	CHMP3	51652	9606	charged multivesicular body protein 3	CHMP3	51652	100.0			666.0	trt	
ccsbBroad304_04820	ORF012411.1_TRC304.1	pLX_304	NM_021059.2	H3C14	126961	9606	H3 clustered histone 14	H3C14	126961	100.0			408.0	trt	
ccsbBroad304_01999	ORF010911.1_TRC304.1	pLX_304	NM_003792.4	EDF1	8721	9606	endothelial differentiation related factor 1	EDF1	8721	100.0			444.0	trt	
ccsbBroad304_03912	ORF005971.1_TRC304.1	pLX_304	NM_022107.2	GPSM3	63940	9606	G protein signaling modulator 3	GPSM3	63940	100.0			480.0	trt	
ccsbBroad304_03534	ORF006222.1_TRC304.1	pLX_304	NM_018105.3	THAP1	55145	9606	THAP domain containing 1	THAP1	55145	100.0			639.0	trt	
ccsbBroad304_01051	ORF007426.1_TRC304.1	pLX_304	NM_001114185.3	MVK	4598	9606	mevalonate kinase	MVK	4598	100.0			1188.0	trt	
ccsbBroad304_16136	ORF009880.1_TRC304.1	pLX_304	XM_017024424.2	HEATR9	256957	9606	HEAT repeat containing 9	HEATR9	256957	38.3			657.0	trt	
ccsbBroad304_04593	ORF004367.1_TRC304.1	pLX_304	NM_173469.4	UBE2Q2	92912	9606	ubiquitin conjugating enzyme E2 Q2	UBE2Q2	92912	100.0			1125.0	trt	
ccsbBroad304_08502	ORF002055.1_TRC304.1	pLX_304	NM_018285.3	IMP3	55272	9606	IMP U3 small nucleolar ribonucleoprotein 3	IMP3	55272	100.0			552.0	trt	
ccsbBroad304_11592	ORF016013.1_TRC304.1	pLX_304	NM_001316897.2	SPACA9	11092	9606	sperm acrosome associated 9	SPACA9	11092	100.0			666.0	trt	
ccsbBroad304_14332	ORF008506.1_TRC304.1	pLX_304	NM_033543.6	CEACAM21	90273	9606	CEA cell adhesion molecule 21	CEACAM21	90273	49.0			572.0	trt	
ccsbBroad304_03152	ORF003367.1_TRC304.1	pLX_304	NM_016282.4	AK3	50808	9606	adenylate kinase 3	AK3	50808	100.0			681.0	trt	
ccsbBroad304_12594	ORF014916.1_TRC304.1	pLX_304	NM_024629.4	CENPU	79682	9606	centromere protein U	CENPU	79682	42.1			528.0	trt	
ccsbBroad304_10881	ORF006435.1_TRC304.1	pLX_304	NM_001198858.2	HLA-DQB2	3120	9606	major histocompatibility complex, class II, DQ beta 2	HLA-DQB2	3120	97.8			693.0	trt	
ccsbBroad304_11707	ORF012466.1_TRC304.1	pLX_304	XM_017013255.2	DDHD2	23259	9606	DDHD domain containing 2	DDHD2	23259	85.7			1155.0	trt	
ccsbBroad304_01143	ORF007849.1_TRC304.1	pLX_304	NM_001145939.1	PAFAH1B3	5050	9606	platelet activating factor acetylhydrolase 1b catalytic subunit 3	PAFAH1B3	5050	100.0			693.0	trt	
ccsbBroad304_11901	ORF007335.1_TRC304.1	pLX_304	NM_001197318.3	CLEC2D	29121	9606	C-type lectin domain family 2 member D	CLEC2D	29121	78.5			462.0	trt	
ccsbBroad304_12521	ORF009078.1_TRC304.1	pLX_304	NM_001282406.1	KCTD14	65987	9606	potassium channel tetramerization domain containing 14	KCTD14	65987	100.0			675.0	trt	
ccsbBroad304_01434	ORF017797.1_TRC304.1	pLX_304	NM_001007073.1	RPL32	6161	9606	ribosomal protein L32	RPL32	6161	100.0			405.0	trt	
ccsbBroad304_09199	ORF006787.1_TRC304.1	pLX_304	NM_032498.3	RHOXF2	84528	9606	Rhox homeobox family member 2	RHOXF2	84528	99.6			864.0	trt	
ccsbBroad304_06730	ORF013120.1_TRC304.1	pLX_304	NM_002652.3	PIP	5304	9606	prolactin induced protein	PIP	5304	100.0			438.0	trt	
ccsbBroad304_11609	ORF001712.1_TRC304.1	pLX_304	NM_001320547.1	WDR6	11180	9606	WD repeat domain 6	WDR6	11180	27.0			867.0	trt	
ccsbBroad304_10869	ORF002057.1_TRC304.1	pLX_304	NM_002099.8	GYPA	2993	9606	glycophorin A (MNS blood group)	GYPA	2993	98.0			450.0	trt	
ccsbBroad304_04646	ORF012135.1_TRC304.1	pLX_304	NM_001291586.2	TMEM106A	113277	9606	transmembrane protein 106A	TMEM106A	113277	100.0			786.0	trt	
ccsbBroad304_13674	ORF013599.1_TRC304.1	pLX_304	NM_203453.5	PLPP6	403313	9606	phospholipid phosphatase 6	PLPP6	403313	97.2			864.0	trt	
ccsbBroad304_01987	ORF003641.1_TRC304.1	pLX_304	NM_003762.5	VAMP4	8674	9606	vesicle associated membrane protein 4	VAMP4	8674	100.0			423.0	trt	
ccsbBroad304_06799	ORF001356.1_TRC304.1	pLX_304	NM_002796.3	PSMB4	5692	9606	proteasome 20S subunit beta 4	PSMB4	5692	100.0			792.0	trt	
ccsbBroad304_00208	ORF015578.1_TRC304.1	pLX_304	NM_001329922.1	CALM3	808	9606	calmodulin 3	CALM3	808	100.0			447.0	trt	
ccsbBroad304_07558	ORF000993.1_TRC304.1	pLX_304	NM_005747.5	CELA3A	10136	9606	chymotrypsin like elastase 3A	CELA3A	10136	98.8			810.0	trt	
ccsbBroad304_12751	ORF001666.1_TRC304.1	pLX_304	NM_001282699.1	FAM107B	83641	9606	family with sequence similarity 107 member B	FAM107B	83641	100.0			393.0	trt	
ccsbBroad304_06890	ORF000323.1_TRC304.1	pLX_304	NM_002952.4	RPS2	6187	9606	ribosomal protein S2	RPS2	6187	100.0			879.0	trt	
ccsbBroad304_15576	ORF005961.1_TRC304.1	pLX_304	NM_002952.4	RPS2	6187	9606	ribosomal protein S2	RPS2	6187	100.0			879.0	trt	
ccsbBroad304_03197	ORF000326.1_TRC304.1	pLX_304	NM_015965.7	NDUFA13	51079	9606	NADH:ubiquinone oxidoreductase subunit A13	NDUFA13	51079	100.0			432.0	trt	
ccsbBroad304_13092	ORF015999.1_TRC304.1	pLX_304	NM_001267047.1	FRMD6	122786	9606	FERM domain containing 6	FRMD6	122786	100.0			792.0	trt	
ccsbBroad304_15519	ORF005073.1_TRC304.1	pLX_304	BC027470.1	PCDHGC3	5098	9606		PCDHGC3	5098				327.0	trt	
ccsbBroad304_05201	ORF013618.1_TRC304.1	pLX_304	NM_001100389.2	TMEM192	201931	9606	transmembrane protein 192	TMEM192	201931	100.0			813.0	trt	
ccsbBroad304_02370	ORF012241.1_TRC304.1	pLX_304	NM_005836.3	RIDA	10247	9606	reactive intermediate imine deaminase A homolog	RIDA	10247	100.0			411.0	trt	
ccsbBroad304_04726	ORF006160.1_TRC304.1	pLX_304	NM_138810.4	TAGAP	117289	9606	T cell activation RhoGTPase activating protein	TAGAP	117289	100.0			798.0	trt	
ccsbBroad304_02950	ORF013294.1_TRC304.1	pLX_304	NM_012400.4	PLA2G2D	26279	9606	phospholipase A2 group IID	PLA2G2D	26279	100.0			435.0	trt	
ccsbBroad304_10775	ORF008529.1_TRC304.1	pLX_304	NM_001127454.2	GSDME	1687	9606	gasdermin E	GSDME	1687	88.8			885.0	trt	
ccsbBroad304_15826	ORF009046.1_TRC304.1	pLX_304	NM_016304.3	RSL24D1	51187	9606	ribosomal L24 domain containing 1	RSL24D1	51187	92.0			450.0	trt	
ccsbBroad304_03967	ORF017637.1_TRC304.1	pLX_304	NM_022770.4	GINS3	64785	9606	GINS complex subunit 3	GINS3	64785	100.0			648.0	trt	
ccsbBroad304_15351	ORF000853.1_TRC304.1	pLX_304	NM_001614.5	ACTG1	71	9606	actin gamma 1	ACTG1	71	100.0			1125.0	trt	
ccsbBroad304_08964	ORF014414.1_TRC304.1	pLX_304	NM_024761.5	MOB3B	79817	9606	MOB kinase activator 3B	MOB3B	79817	99.5			648.0	trt	
ccsbBroad304_11766	ORF013193.1_TRC304.1	pLX_304	NM_001256141.2	FSBP	100861412	9606	fibrinogen silencer binding protein	RAD54B	25788	52.8			474.0	trt	
ccsbBroad304_03476	ORF018235.1_TRC304.1	pLX_304	NM_001040126.2	SLC66A1	54896	9606	solute carrier family 66 member 1	SLC66A1	54896	100.0			678.0	trt	
ccsbBroad304_12461	ORF016650.1_TRC304.1	pLX_304	NM_001370366.1	ROBO3	64221	9606	roundabout guidance receptor 3	ROBO3	64221	39.7			441.0	trt	
ccsbBroad304_02093	ORF003866.1_TRC304.1	pLX_304	NM_004710.6	SYNGR2	9144	9606	synaptogyrin 2	SYNGR2	9144	100.0			672.0	trt	
ccsbBroad304_10560	ORF011878.1_TRC304.1	pLX_304	NR_027273.2	ZNF295-AS1	150142	9606	ZNF295 antisense RNA 1	ZNF295-AS1	150142				411.0	trt	
ccsbBroad304_09357	ORF011426.1_TRC304.1	pLX_304	NM_138403.5	MYL10	93408	9606	myosin light chain 10	MYL10	93408	100.0			678.0	trt	
ccsbBroad304_00015	ORF006671.1_TRC304.1	pLX_304	NM_005159.5	ACTC1	70	9606	actin alpha cardiac muscle 1	ACTC1	70	100.0			1131.0	trt	
ccsbBroad304_03899	ORF008625.1_TRC304.1	pLX_304	NM_021943.3	ZFAND3	60685	9606	zinc finger AN1-type containing 3	ZFAND3	60685	100.0			681.0	trt	
ccsbBroad304_02320	ORF011696.1_TRC304.1	pLX_304	NM_005736.4	ACTR1A	10121	9606	actin related protein 1A	ACTR1A	10121	100.0			1128.0	trt	
ccsbBroad304_02381	ORF006485.1_TRC304.1	pLX_304	NM_005866.4	SIGMAR1	10280	9606	sigma non-opioid intracellular receptor 1	SIGMAR1	10280	100.0			669.0	trt	
ccsbBroad304_02852	ORF014362.1_TRC304.1	pLX_304	NM_012415.3	RAD54B	25788	9606	RAD54 homolog B	RAD54B	25788	100.0			2730.0	trt	
ccsbBroad304_06333	ORF002508.1_TRC304.1	pLX_304	NM_000849.5	GSTM3	2947	9606	glutathione S-transferase mu 3	GSTM3	2947	99.5			675.0	trt	
ccsbBroad304_10433	ORF012022.1_TRC304.1	pLX_304	NM_001554.5	CCN1	3491	9606	cellular communication network factor 1	CCN1	3491	99.7			1143.0	trt	
ccsbBroad304_07341	ORF017148.1_TRC304.1	pLX_304	NM_003960.4	NAT8	9027	9606	N-acetyltransferase 8 (putative)	NAT8	9027	99.5			681.0	trt	
ccsbBroad304_13077	ORF005439.1_TRC304.1	pLX_304	NM_001276726.1	C11orf74	119710	9606	chromosome 11 open reading frame 74	C11orf74	119710	100.0			441.0	trt	
ccsbBroad304_11333	ORF011657.1_TRC304.1	pLX_304	XM_011524059.2	USP6	9098	9606	ubiquitin specific peptidase 6	USP6	9098	19.1			672.0	trt	
ccsbBroad304_08368	ORF008501.1_TRC304.1	pLX_304	NM_018659.3	CYTL1	54360	9606	cytokine like 1	CYTL1	54360	99.2			408.0	trt	
ccsbBroad304_09884	ORF011531.1_TRC304.1	pLX_304	NM_182548.4	LHFPL5	222662	9606	LHFPL tetraspan subfamily member 5	LHFPL5	222662	100.0			657.0	trt	
ccsbBroad304_01931	ORF017613.1_TRC304.1	pLX_304	NM_001008566.3	TPST2	8459	9606	tyrosylprotein sulfotransferase 2	TPST2	8459	100.0			1131.0	trt	
ccsbBroad304_06303	ORF006687.1_TRC304.1	pLX_304	NM_000174.4	GP9	2815	9606	glycoprotein IX platelet	GP9	2815	99.4			531.0	trt	
ccsbBroad304_12588	ORF011072.1_TRC304.1	pLX_304	NM_024616.2	C3orf52	79669	9606	chromosome 3 open reading frame 52	C3orf52	79669	69.1			450.0	trt	
ccsbBroad304_00440	ORF017546.1_TRC304.1	pLX_304	NM_004403.3	GSDME	1687	9606	gasdermin E	GSDME	1687	100.0			1488.0	trt	
ccsbBroad304_16050	ORF006106.1_TRC304.1	pLX_304	XM_006722927.1	ATG4D	84971	9606	autophagy related 4D cysteine peptidase	ATG4D	84971	39.1			423.0	trt	
ccsbBroad304_10256	ORF010597.1_TRC304.1	pLX_304	NR_027715.1	BIN3-IT1	80094	9606	BIN3 intronic transcript 1	BIN3-IT1	80094				408.0	trt	
ccsbBroad304_00748	ORF012297.1_TRC304.1	pLX_304	NM_001194999.1	MR1	3140	9606	major histocompatibility complex, class I-related	MR1	3140	100.0			888.0	trt	
ccsbBroad304_13946	ORF010228.1_TRC304.1	pLX_304	NM_000988.5	RPL27	6155	9606	ribosomal protein L27	RPL27	6155	91.4			420.0	trt	
ccsbBroad304_03517	ORF011462.1_TRC304.1	pLX_304	NM_018004.3	TMEM45A	55076	9606	transmembrane protein 45A	TMEM45A	55076	100.0			825.0	trt	
ccsbBroad304_00535	ORF013324.1_TRC304.1	pLX_304	NM_004102.5	FABP3	2170	9606	fatty acid binding protein 3	FABP3	2170	100.0			399.0	trt	
ccsbBroad304_06370	ORF015314.1_TRC304.1	pLX_304	NM_002118.5	HLA-DMB	3109	9606	major histocompatibility complex, class II, DM beta	HLA-DMB	3109	99.6			789.0	trt	
ccsbBroad304_05927	ORF002166.1_TRC304.1	pLX_304	NM_006888.6	CALM1	801	9606	calmodulin 1	CALM1	801	100.0			447.0	trt	
ccsbBroad304_03429	ORF008619.1_TRC304.1	pLX_304	NM_001114184.3	MTRF1L	54516	9606	mitochondrial translational release factor 1 like	MTRF1L	54516	100.0			813.0	trt	
ccsbBroad304_10299	ORF010799.1_TRC304.1	pLX_304	NM_001355239.2	ZNF738	148203	9606	zinc finger protein 738	ZNF738	148203	100.0			411.0	trt	
ccsbBroad304_00629	ORF000893.1_TRC304.1	pLX_304	NM_181702.3	GEM	2669	9606	GTP binding protein overexpressed in skeletal muscle	GEM	2669	100.0			888.0	trt	
ccsbBroad304_00209	ORF004611.1_TRC304.1	pLX_304	NM_005185.4	CALML3	810	9606	calmodulin like 3	CALML3	810	100.0			447.0	trt	
ccsbBroad304_10182	ORF001561.1_TRC304.1	pLX_304	NM_012392.4	PEF1	553115	9606	penta-EF-hand domain containing 1	PEF1	553115	100.0			852.0	trt	
ccsbBroad304_00292	ORF015820.1_TRC304.1	pLX_304	NM_001809.4	CENPA	1058	9606	centromere protein A	CENPA	1058	100.0			420.0	trt	
ccsbBroad304_09392	ORF006549.1_TRC304.1	pLX_304	NM_017528.5	BUD23	114049	9606	BUD23 rRNA methyltransferase and ribosome maturation factor	BUD23	114049	100.0			843.0	trt	
ccsbBroad304_02077	ORF001772.1_TRC304.1	pLX_304	NM_004681.4	EIF1AY	9086	9606	eukaryotic translation initiation factor 1A Y-linked	EIF1AY	9086	100.0			432.0	trt	
ccsbBroad304_15546	ORF015968.1_TRC304.1	pLX_304	NM_002796.3	PSMB4	5692	9606	proteasome 20S subunit beta 4	PSMB4	5692	99.6			792.0	trt	
ccsbBroad304_11899	ORF016184.1_TRC304.1	pLX_304	NM_145182.2	PYCARD	29108	9606	PYD and CARD domain containing	PYCARD	29108	65.9			405.0	trt	
ccsbBroad304_09079	ORF006155.1_TRC304.1	pLX_304	NM_052841.4	TSSK3	81629	9606	testis specific serine kinase 3	TSSK3	81629	99.6			804.0	trt	
ccsbBroad304_01505	ORF018387.1_TRC304.1	pLX_304	NM_002989.4	CCL21	6366	9606	C-C motif chemokine ligand 21	CCL21	6366	100.0			402.0	trt	
ccsbBroad304_08476	ORF015085.1_TRC304.1	pLX_304	NM_018101.4	CDCA8	55143	9606	cell division cycle associated 8	CDCA8	55143	99.6			840.0	trt	
ccsbBroad304_06821	ORF002159.1_TRC304.1	pLX_304	NM_000317.3	PTS	5805	9606	6-pyruvoyltetrahydropterin synthase	PTS	5805	99.3			435.0	trt	
ccsbBroad304_12248	ORF000118.1_TRC304.1	pLX_304	NM_001330478.2	SLC30A6	55676	9606	solute carrier family 30 member 6	SLC30A6	55676	81.8			648.0	trt	
ccsbBroad304_06227	ORF001202.1_TRC304.1	pLX_304	NM_000146.4	FTL	2512	9606	ferritin light chain	FTL	2512	99.4			525.0	trt	
ccsbBroad304_15352	ORF009801.1_TRC304.1	pLX_304	NM_001005353.2	AK4	205	9606	adenylate kinase 4	AK4	205	99.5			669.0	trt	
ccsbBroad304_08944	ORF014931.1_TRC304.1	pLX_304	NM_024608.4	NEIL1	79661	9606	nei like DNA glycosylase 1	NEIL1	79661	99.4			1170.0	trt	
ccsbBroad304_02154	ORF006731.1_TRC304.1	pLX_304	NM_004255.4	COX5A	9377	9606	cytochrome c oxidase subunit 5A	COX5A	9377	100.0			450.0	trt	
ccsbBroad304_04060	ORF008265.1_TRC304.1	pLX_304	NM_024313.3	NOL12	79159	9606	nucleolar protein 12	NOL12	79159	100.0			639.0	trt	
ccsbBroad304_06436	ORF003707.1_TRC304.1	pLX_304	NM_020070.4	IGLL1	3543	9606	immunoglobulin lambda like polypeptide 1	IGLL1	3543	99.5			639.0	trt	
ccsbBroad304_13574	ORF008327.1_TRC304.1	pLX_304	BC031990.1	CCDC85C	317762	9606		CCDC85C	317762				468.0	trt	
ccsbBroad304_15653	ORF000900.1_TRC304.1	pLX_304	NM_001034996.3	RPL14	9045	9606	ribosomal protein L14	RPL14	9045	99.5			648.0	trt	
ccsbBroad304_03202	ORF008785.1_TRC304.1	pLX_304	NM_001290553.1	ADIPOR1	51094	9606	adiponectin receptor 1	ADIPOR1	51094	100.0			1125.0	trt	
ccsbBroad304_15651	ORF012210.1_TRC304.1	pLX_304	NM_001034996.3	RPL14	9045	9606	ribosomal protein L14	RPL14	9045	99.0			651.0	trt	
ccsbBroad304_13998	ORF018559.1_TRC304.1	pLX_304	XM_011529811.1	LOC105372824	105372824	9606	uncharacterized LOC105372824	PDXK	8566	98.7			486.0	trt	
ccsbBroad304_05046	ORF016823.1_TRC304.1	pLX_304	NM_152522.7	ARL6IP6	151188	9606	ADP ribosylation factor like GTPase 6 interacting protein 6	ARL6IP6	151188	100.0			678.0	trt	
ccsbBroad304_02840	ORF011522.1_TRC304.1	pLX_304	NM_014338.3	PISD	23761	9606	phosphatidylserine decarboxylase	PISD	23761	100.0			1125.0	trt	
ccsbBroad304_01918	ORF005877.1_TRC304.1	pLX_304	NM_003551.3	NME5	8382	9606	NME/NM23 family member 5	NME5	8382	100.0			636.0	trt	
ccsbBroad304_01510	ORF016522.1_TRC304.1	pLX_304	NM_002996.6	CX3CL1	6376	9606	C-X3-C motif chemokine ligand 1	CX3CL1	6376	100.0			1191.0	trt	
ccsbBroad304_12092	ORF010378.1_TRC304.1	pLX_304	XM_024450813.1	BCAS3	54828	9606	BCAS3 microtubule associated cell migration factor	BCAS3	54828	57.0			1170.0	trt	
ccsbBroad304_06150	ORF009632.1_TRC304.1	pLX_304	NM_001968.4	EIF4E	1977	9606	eukaryotic translation initiation factor 4E	EIF4E	1977	99.5			651.0	trt	
ccsbBroad304_02617	ORF012488.1_TRC304.1	pLX_304	NM_007036.5	ESM1	11082	9606	endothelial cell specific molecule 1	ESM1	11082	100.0			552.0	trt	
ccsbBroad304_04199	ORF010928.1_TRC304.1	pLX_304	NM_025196.4	GRPEL1	80273	9606	GrpE like 1, mitochondrial	GRPEL1	80273	100.0			651.0	trt	
ccsbBroad304_09327	ORF004218.1_TRC304.1	pLX_304	NM_138379.3	TIMD4	91937	9606	T cell immunoglobulin and mucin domain containing 4	TIMD4	91937	99.7			1134.0	trt	
ccsbBroad304_04671	ORF002692.1_TRC304.1	pLX_304	NM_001304968.1	TSGA13	114960	9606	testis specific 13	TSGA13	114960	100.0			825.0	trt	
ccsbBroad304_05928	ORF007643.1_TRC304.1	pLX_304	NM_001743.6	CALM2	805	9606	calmodulin 2	CALM2	805	99.3			447.0	trt	
ccsbBroad304_15544	ORF006982.1_TRC304.1	pLX_304	NM_002796.3	PSMB4	5692	9606	proteasome 20S subunit beta 4	PSMB4	5692	100.0			792.0	trt	
ccsbBroad304_10496	ORF003238.1_TRC304.1	pLX_304	NM_001355204.2	TRAPPC2B	10597	9606	trafficking protein particle complex 2B	TRAPPC2B	10597	100.0			420.0	trt	
ccsbBroad304_09305	ORF008487.1_TRC304.1	pLX_304	NM_144568.3	PIP4P1	90809	9606	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	PIP4P1	90809	99.6			831.0	trt	
ccsbBroad304_12988	ORF015873.1_TRC304.1	pLX_304	XM_006723494.2	DMKN	93099	9606	dermokine	DMKN	93099	93.1			411.0	trt	
ccsbBroad304_12631	ORF001480.1_TRC304.1	pLX_304	XM_011520377.2	AGBL2	79841	9606	ATP/GTP binding protein like 2	AGBL2	79841	37.0			855.0	trt	
ccsbBroad304_13434	ORF004632.1_TRC304.1	pLX_304	XLOC_l2_013898_17	XLOC_l2_013898	XLOC_l2_013898	9606	XLOC_l2_013898	FAM185A	222234				432.0	trt	
